name,type_name,character_name,number,image_url
Ultraman Rosso,Ground,ROSSO,(PR-158)BP04-082,https://img.ultraman-cardgame.com/images/card_details/b0c7c0d52235137402abc35038301d715fb4ce3b.webp
Ultraman Z,Alpha Edge,Z,(PR-156)BP04-030,https://img.ultraman-cardgame.com/images/card_details/88bf73a7ce8c51f0363eaff2af296a9e9e0ae0b3.webp
Ultraman Arc,,ARC,(PR-153)SD03-001,https://img.ultraman-cardgame.com/images/card_details/904db9eedfabc4551fadb7e161c53d8f7f0fcfe4.webp
Here Comes an Alien,,-,(PR-151)SD03-020,https://img.ultraman-cardgame.com/images/card_details/77e1b8f1a13e4c77ef16deb3592910d0dd110d93.webp
Ultraman Omega,,OMEGA,(PR-148)BP04-009,https://img.ultraman-cardgame.com/images/card_details/071dae0a1cef8028e06e656dc231c25511337807.webp
Ultraman Arc,Galaxy Armor,ARC,(PR-099)BP02-043,https://img.ultraman-cardgame.com/images/card_details/27ce8ccdc33a793e546dceab4a12b7430e94ad29.webp
Ultraman Blu,Aqua,BLU,(PR-098)BP02-035,https://img.ultraman-cardgame.com/images/card_details/2572f20744c090e958039d13bab3746d6ec858ae.webp
Ultraman Rosso,Flame,ROSSO,(PR-097)BP02-023,https://img.ultraman-cardgame.com/images/card_details/299d4953ab3499f6e6ccfae8ab63aa2afbf280e3.webp
Ultimate Zero,,ZERO,(PR-096)BP02-012,https://img.ultraman-cardgame.com/images/card_details/168f9a6f73e2a4c13c95f72e37fd2c64fc8d3efd.webp
Ultraman Gaia,Supreme Version,GAIA,(PR-095)BP02-005,https://img.ultraman-cardgame.com/images/card_details/ef552d9d94fb5293972049597d1b084a3213d15d.webp
Ultraman Blazar,Spiral Burrade,BLAZAR,(PR-094)BP01-043,https://img.ultraman-cardgame.com/images/card_details/8c025ddc939a46443f79def3c3b3f8cbfb2c6155.webp
Ultraman Decker,Flash Type,DECKER,(PR-093)BP01-034,https://img.ultraman-cardgame.com/images/card_details/c144559b00f5537f24e18f449da0c5ec70dda184.webp
Ultraman Mebius,Mebium Knight Blade,MEBIUS,(PR-092)BP01-025,https://img.ultraman-cardgame.com/images/card_details/7101ac68872936020f2bd44d548562cf1cbd5a75.webp
Ultraman Arc,,ARC,(PR-091)BP01-016,https://img.ultraman-cardgame.com/images/card_details/63282913f409ce0ebfac19977b5ce67849f6e777.webp
Ultraman Tiga,Zeperion Beam,TIGA,(PR-090)BP01-007,https://img.ultraman-cardgame.com/images/card_details/ea3f63ec60212d2cfc9f4df775f9e16b462997c5.webp
The Space NinjaAlien Baltan,,ALIEN BALTAN,PR-107,https://img.ultraman-cardgame.com/images/card_details/3e2080cb5b913cd64bb9fc4715690901bbf7a09d.webp
Ultraman Omega,,OMEGA,UR(02/02)BP04-014,https://img.ultraman-cardgame.com/images/card_details/90ab6f4163ce71a4fc44c66f4691c46d7922f3dc.webp
Ultraman Dyna,Flash Type,DYNA,UR(01/02)BP04-005,https://img.ultraman-cardgame.com/images/card_details/fab567858e60fcdd19eec23636e4a3a5104f9bbe.webp
For Smiles,,-,ExP(02/02)BP01-110,https://img.ultraman-cardgame.com/images/card_details/894d0a188e8f975f0a08d4140c0774703cccebdf.webp
The Champion of the Fierce Fight,,-,ExP(01/02)BP01-103,https://img.ultraman-cardgame.com/images/card_details/50d73ab187109c741fdede624eb0cadaa7ee32e5.webp
Ultraman Omega,,OMEGA,SSSP(02/02)BP04-014,https://img.ultraman-cardgame.com/images/card_details/25576f2fd46d2bfc976dedbf72a2f76340c61872.webp
Ultraman Dyna,Flash Type,DYNA,SSSP(01/02)BP04-005,https://img.ultraman-cardgame.com/images/card_details/d04f1cb61234fc7f743f34af1e3887afcd806e92.webp
Ultraman Trigger,Multi Type,TRIGGER,SP(05/05)BP04-037,https://img.ultraman-cardgame.com/images/card_details/917fa0d69eec8883b98da7bab1f40a01e53bfa7f.webp
Ultraman Z,Alpha Edge,Z,SP(04/05)BP04-030,https://img.ultraman-cardgame.com/images/card_details/9234ef5c140a9d54623a14c9b014d665c5e80542.webp
Ultraman X,Xanadium Beam,X,SP(03/05)BP04-023,https://img.ultraman-cardgame.com/images/card_details/a8f283661b30dc965ec49fbe758d8fb4904bba3e.webp
Ultraman Omega,,OMEGA,SP(02/05)BP04-014,https://img.ultraman-cardgame.com/images/card_details/4bcea9e75b13c3164cd9fe9f597c13ba136646ef.webp
Ultraman Dyna,Flash Type,DYNA,SP(01/05)BP04-005,https://img.ultraman-cardgame.com/images/card_details/b0eb66fa40101f9992e71925bc31e62dfe102f4d.webp
The Super Combined Monster Five King,,FIVE KING,AP(20/20)BP04-094,https://img.ultraman-cardgame.com/images/card_details/8d84987d4dc6b72b313b01f60304ef59236c0a3e.webp
Ultraman Arc,Arc Spiral Burrade,ARC,AP(19/20)BP04-091,https://img.ultraman-cardgame.com/images/card_details/9206458b09ffb5f03421b8b15601a26dd14d9d19.webp
Ultraman Blazar,Spiral Burrade,BLAZAR,AP(18/20)BP04-088,https://img.ultraman-cardgame.com/images/card_details/4dbfd74156f540233a20ac5b05bfd96bc07aa6d4.webp
Ultraman Orb,Thunder Breastar,ORB,AP(17/20)BP04-073,https://img.ultraman-cardgame.com/images/card_details/658a14892de7d441fcb2579e961d51913045c3de.webp
Ultraman Orb,Spacium Zeperion,ORB,AP(16/20)BP04-072,https://img.ultraman-cardgame.com/images/card_details/ced927e6ab6e5e5ffe1f8c960eb31f785178ba58.webp
Ultraman Victory,,VICTORY,AP(15/20)BP04-066,https://img.ultraman-cardgame.com/images/card_details/a9e04ab2bc50fb2519b842376c13d0700ee7b5af.webp
Ultraman Victory,,VICTORY,AP(14/20)BP04-063,https://img.ultraman-cardgame.com/images/card_details/733e85ddadab13e6300bd267bd2f110d52dcc62e.webp
Ultraman Ginga Strium,,GINGA,AP(13/20)BP04-060,https://img.ultraman-cardgame.com/images/card_details/799b75303cfec0d321b85164c93ea3226c9ce90f.webp
Ultraman Ginga,,GINGA,AP(12/20)BP04-056,https://img.ultraman-cardgame.com/images/card_details/27ed4f81ee462a0d5e8e109e1fc3762eed60a093.webp
Ultraman Nexus,Cross Ray Schtrom,NEXUS,AP(11/20)BP04-048,https://img.ultraman-cardgame.com/images/card_details/cb478d8e95ce60701c49cad81569f54d2dbdf92a.webp
Ultraman Agul,Antimatter Beam,AGUL,AP(10/20)BP04-045,https://img.ultraman-cardgame.com/images/card_details/ed8f8b3289fd2d87b92d33537d88e2a56011a220.webp
Ultraman Trigger,Power Type,TRIGGER,AP(09/20)BP04-034,https://img.ultraman-cardgame.com/images/card_details/3b0349838e4dcc852ad1f7102e92ea919addfb7e.webp
Ultraman Trigger,Multi Type,TRIGGER,AP(08/20)BP04-033,https://img.ultraman-cardgame.com/images/card_details/a7c21803c4373b723d483321780d2dbe91ac9515.webp
Ultraman Z,Beta Smash,Z,AP(07/20)BP04-027,https://img.ultraman-cardgame.com/images/card_details/1813a67792a354e875b52829c7c4dbd4ea456c42.webp
Ultraman Z,Original,Z,AP(06/20)BP04-026,https://img.ultraman-cardgame.com/images/card_details/b88b1f3dc6f87c5d71b1718d191abb48da4d44dd.webp
Ultraman X,,X,AP(05/20)BP04-020,https://img.ultraman-cardgame.com/images/card_details/9977be93ea8d85b3538a1c2a2935c44bbcb3a224.webp
Ultraman X,,X,AP(04/20)BP04-017,https://img.ultraman-cardgame.com/images/card_details/5debd933ccda8e1950b2a3b884ff3a9727a13ac6.webp
Ultraman Omega,,OMEGA,AP(03/20)BP04-011,https://img.ultraman-cardgame.com/images/card_details/3018b76615916356a5b03b0ecaea5654b700b90a.webp
Ultraman Omega,,OMEGA,AP(02/20)BP04-008,https://img.ultraman-cardgame.com/images/card_details/2268129c939f5d0faf91883dcbd86d18443c0bb4.webp
Ultraman Dyna,Strong Type,DYNA,AP(01/20)BP04-002,https://img.ultraman-cardgame.com/images/card_details/16c1a7ed075aa3e56eb0b6e40aafd9c8363d8632.webp
Ultraman X,Xanadium Beam,X,(PR-106)BP04-023,https://img.ultraman-cardgame.com/images/card_details/912c43628c3eb9b38257f43cb7be0087d6484839.png
The Power to Open the Way,,-,(PR-105)BP04-108,https://img.ultraman-cardgame.com/images/card_details/2ab758e01c97fa0e44e881ba3d033316a2b2dc72.webp
Ultraman Dyna,Strong Type,DYNA,(PR-102)BP04-006,https://img.ultraman-cardgame.com/images/card_details/6a0a3567bd3c3e5475761bfc2bc1d98b4340e9c6.webp
For Smiles,,-,BP04-Re(02/02)BP01-110,https://img.ultraman-cardgame.com/images/card_details/f0a726dbcf59a455007d9a0f9f9535a7d77a7132.webp
The Champion of the Fierce Fight,,-,BP04-Re(01/02)BP01-103,https://img.ultraman-cardgame.com/images/card_details/b6c37a23e285d68dd344b73fcf720a6b1e8485c6.webp
The Transcending Wish,,-,BP04-110,https://img.ultraman-cardgame.com/images/card_details/58c7f03d18e3a049d61797a5ddc749ed49f7e092.webp
Bond of Brothers,,-,BP04-109,https://img.ultraman-cardgame.com/images/card_details/b307e038a170f70d037a77ec6e6af88e13154a5b.webp
The Power to Open the Way,,-,BP04-108,https://img.ultraman-cardgame.com/images/card_details/f8291a91728c228e0f6087e894b1a6782322bfc6.webp
Activate! Operation Magnewave,,-,BP04-107,https://img.ultraman-cardgame.com/images/card_details/f096046c83d3a6aa83c2064601a6dff8029edad7.webp
The Dark King's Blessing,,-,BP04-106,https://img.ultraman-cardgame.com/images/card_details/3474b72f6e109c8a23d1856605d2b238aef84df7.webp
The Encounter of Light and Darkness,,-,BP04-105,https://img.ultraman-cardgame.com/images/card_details/101e0ea3974b12718b18383b31871fa8516faa13.webp
The Unidentified Object Convoy Order,,-,BP04-104,https://img.ultraman-cardgame.com/images/card_details/6ce02bc1bfb9d621d4d30d353ed78b3457b952d7.webp
All For One,,-,BP04-103,https://img.ultraman-cardgame.com/images/card_details/0fa533fda7c0c7ac54ec0bd3a7d41aad34f50dc1.webp
"The Alien, Scholar, and I",,-,BP04-102,https://img.ultraman-cardgame.com/images/card_details/c7af88f567f685677908ba86f24225d5fa97131e.webp
In the Light of Fate,,-,BP04-101,https://img.ultraman-cardgame.com/images/card_details/02920701ea48c9f16b853e74271b5f3ac03fe3b4.webp
The Meteokaiju Trigaron,,TRIGARON,BP04-100,https://img.ultraman-cardgame.com/images/card_details/4f18e78d1996d282f7db35a068acab1f2425b448.webp
The Meteokaiju Trigaron,,TRIGARON,BP04-099,https://img.ultraman-cardgame.com/images/card_details/d96b654b017da4a77c4b8746d1043f1824f611a1.webp
The Meteokaiju Rekiness,,REKINESS,BP04-098,https://img.ultraman-cardgame.com/images/card_details/b77a37c6299804384403623e5d68b62e888dac13.webp
The Poison Sea Lizard Dugrid,,DUGRID,BP04-097,https://img.ultraman-cardgame.com/images/card_details/2d757dcc7bd653193107a5d5220b5e5d94629d18.webp
The Civil Judgementer Galactron,,GALACTRON,BP04-096,https://img.ultraman-cardgame.com/images/card_details/4e4706583a2c4d7d0724b1f6506e3542c98eba01.webp
The Petrification Evil Monster Gargorgon,,GARGORGON,BP04-095,https://img.ultraman-cardgame.com/images/card_details/e21b1de52a8eb3d49eda2f04cb9331abb0bedb96.webp
The Super Combined Monster Five King,,FIVE KING,BP04-094,https://img.ultraman-cardgame.com/images/card_details/777328d7db2996f70434eced85f8fdeccd30228c.webp
The Comet Monster Gaigaraid,,GAIGARAID,BP04-093,https://img.ultraman-cardgame.com/images/card_details/b33163c8c01b2362bbec8dcaee4c10276e769f2f.webp
Ultraman Arc,,ARC,BP04-092,https://img.ultraman-cardgame.com/images/card_details/fa311ab6cbb2b47b0833c85a4cfcd32195948e0c.webp
Ultraman Arc,Arc Spiral Burrade,ARC,BP04-091,https://img.ultraman-cardgame.com/images/card_details/80c50d2f4bab31cbb5b2795aded86d02d49636fa.webp
Ultraman Arc,,ARC,BP04-090,https://img.ultraman-cardgame.com/images/card_details/0f7303917807f98314e5e28d845185f81c50105c.webp
Ultraman Blazar,Tilsonite Sword,BLAZAR,BP04-089,https://img.ultraman-cardgame.com/images/card_details/7831aabeaae76f06d41cbe3ef9175a516a0da6c5.webp
Ultraman Blazar,Spiral Burrade,BLAZAR,BP04-088,https://img.ultraman-cardgame.com/images/card_details/53767dcb9d3143c7d239c2334c6be95bf9e06e39.webp
Ultraman Blazar,,BLAZAR,BP04-087,https://img.ultraman-cardgame.com/images/card_details/0c083ae54a5a778f83b35e40afdfe6e3a5e82f07.webp
Ultraman Decker,Miracle Type,DECKER,BP04-086,https://img.ultraman-cardgame.com/images/card_details/c9224b821e378a324a5b161aa29451bfca88d8d5.webp
Ultraman Decker,Strong Type,DECKER,BP04-085,https://img.ultraman-cardgame.com/images/card_details/13a34dd18034b2d11c9cdee141ea260838e0dd1d.webp
Ultraman Blu,Wind,BLU,BP04-084,https://img.ultraman-cardgame.com/images/card_details/d9045e45ca5efde1ef6c54f84cac10bbd9948da5.webp
Ultraman Blu,Flame,BLU,BP04-083,https://img.ultraman-cardgame.com/images/card_details/a98137c666c488acdf343c0ca23996248de6a73d.webp
Ultraman Rosso,Ground,ROSSO,BP04-082,https://img.ultraman-cardgame.com/images/card_details/395440fa8be5a7aad6aa880c7bb819c805268c39.webp
Ultraman Rosso,Aqua,ROSSO,BP04-081,https://img.ultraman-cardgame.com/images/card_details/e9ce80631eea059963a2e5cda0474374e814257c.webp
Ultraman Geed,Geed Claw,GEED,BP04-080,https://img.ultraman-cardgame.com/images/card_details/768b3c9bb6b37c0a662bae8e4df024046da44c02.webp
Ultraman Geed,Primitive,GEED,BP04-079,https://img.ultraman-cardgame.com/images/card_details/28f5321aef3c20d5fa9385c10cc81022716f89a0.webp
Ultraman Orb,Burnmite,ORB,BP04-078,https://img.ultraman-cardgame.com/images/card_details/e274bb837172da5821c28719325acb32c303d85f.webp
Ultraman Orb,Hurricane Slash,ORB,BP04-077,https://img.ultraman-cardgame.com/images/card_details/d2717163bf8617b29cea1a5d043c5bcd85ea960c.webp
Ultraman Orb,Zettcium Beam,ORB,BP04-076,https://img.ultraman-cardgame.com/images/card_details/59ab3b388ccd074490255621597a534861ed10ae.webp
Ultraman Orb,Hurricane Slash,ORB,BP04-075,https://img.ultraman-cardgame.com/images/card_details/3b78c50b5f451b22092444da08828fa3e7ae35aa.webp
Ultraman Orb,Burnmite,ORB,BP04-074,https://img.ultraman-cardgame.com/images/card_details/3daef294ff6722c7d9b9a126bed084b34c74fdc0.webp
Ultraman Orb,Thunder Breastar,ORB,BP04-073,https://img.ultraman-cardgame.com/images/card_details/1fd3af3023a4716762f9bf4a2796575702e26350.webp
Ultraman Orb,Spacium Zeperion,ORB,BP04-072,https://img.ultraman-cardgame.com/images/card_details/1b605cc5eade40a2df116015336006cbd969e019.webp
Ultraman Victory,King Joe Launcher,VICTORY,BP04-071,https://img.ultraman-cardgame.com/images/card_details/63171e339a6fd32d24ab25f3ca1a1609ebe4ed73.webp
Ultraman Victory,Eleking Tail,VICTORY,BP04-070,https://img.ultraman-cardgame.com/images/card_details/063334723ccf8ad7ba3e81200a9c374b9a5b993a.webp
Ultraman Victory,EX Red King Knuckle,VICTORY,BP04-069,https://img.ultraman-cardgame.com/images/card_details/98bc6e95af2b2352e4744de969f9d84591025f9d.webp
Ultraman Victory,,VICTORY,BP04-068,https://img.ultraman-cardgame.com/images/card_details/4433310e93fd7f99ee48abb37c3c39ee2afd3467.webp
Ultraman Victory,,VICTORY,BP04-067,https://img.ultraman-cardgame.com/images/card_details/739ef65746c113a2fc4e7f423d98b8a9bc98e85c.webp
Ultraman Victory,,VICTORY,BP04-066,https://img.ultraman-cardgame.com/images/card_details/6bb0be63c8d47b0f764c635fa270208e32c0df8e.webp
Ultraman Victory,,VICTORY,BP04-065,https://img.ultraman-cardgame.com/images/card_details/e14da3e3be7c4ac8ceb7791b6f47da85cbb53d93.webp
Ultraman Victory,,VICTORY,BP04-064,https://img.ultraman-cardgame.com/images/card_details/b998b50d61bb6420cd2bc422f3fe52baab26f3f7.webp
Ultraman Victory,,VICTORY,BP04-063,https://img.ultraman-cardgame.com/images/card_details/3051f8cc6bef42cbea2618c97fb051e0c33b66df.webp
Ultraman Ginga,,GINGA,BP04-062,https://img.ultraman-cardgame.com/images/card_details/df85cd1587ed5066fdebcfff0cc89cea7653edf0.webp
Ultraman Ginga Strium,,GINGA,BP04-061,https://img.ultraman-cardgame.com/images/card_details/30b97467bd0c1366cbada184b65271f9b67fb9ee.webp
Ultraman Ginga Strium,,GINGA,BP04-060,https://img.ultraman-cardgame.com/images/card_details/69b01a30fd5292561f3f41107849ab16bb8b8a29.webp
Ultraman Ginga,,GINGA,BP04-059,https://img.ultraman-cardgame.com/images/card_details/0e336ca2bb6382a9e015614e34cf52ac7a3da17c.webp
Ultraman Ginga,,GINGA,BP04-058,https://img.ultraman-cardgame.com/images/card_details/13981c3b33121ea9a0ec88e7d96c56c2d89286f1.webp
Ultraman Ginga,Ginga Thunderbolt,GINGA,BP04-057,https://img.ultraman-cardgame.com/images/card_details/f8811f63fc8fb7e3c2b55f708c4d1b06e16c00c7.webp
Ultraman Ginga,,GINGA,BP04-056,https://img.ultraman-cardgame.com/images/card_details/cec91a28aa21fb12aab612ffaa95eac2e09e7b05.webp
Ultraman Zero Beyond,Boost Megaphone,ZERO,BP04-055,https://img.ultraman-cardgame.com/images/card_details/0d8577ccee29e5d4ef5574895c9181cdff531342.webp
Ultraman Zero,,ZERO,BP04-054,https://img.ultraman-cardgame.com/images/card_details/1578f1e40b33da12358af8bfb05fc830b1ba2502.webp
Ultraman Hikari,Knight Shoot,HIKARI,BP04-053,https://img.ultraman-cardgame.com/images/card_details/b646204603124fa4e0c4946fe29e7306a98e8555.webp
Ultraman Hikari,Knight Beam Blade,HIKARI,BP04-052,https://img.ultraman-cardgame.com/images/card_details/526227eecfe7903557664e49b96e7df26e9e486d.webp
Ultraman Mebius,Mebium Shoot,MEBIUS,BP04-051,https://img.ultraman-cardgame.com/images/card_details/6cdf236b18c343396f9c405c27338cbc6fee2adb.webp
Ultraman Mebius,Mebium Blade,MEBIUS,BP04-050,https://img.ultraman-cardgame.com/images/card_details/bc1e99555ae91f3fbec46664858fdad95d9c6782.webp
Ultraman Nexus,Junis,NEXUS,BP04-049,https://img.ultraman-cardgame.com/images/card_details/64103905b0c89d14dd9cb8be51a13299e734662d.webp
Ultraman Nexus,Cross Ray Schtrom,NEXUS,BP04-048,https://img.ultraman-cardgame.com/images/card_details/f24fc3d84da0e8815a8c93964fd7346d0c495ade.webp
Ultraman Nexus,Anphans,NEXUS,BP04-047,https://img.ultraman-cardgame.com/images/card_details/899a024a45616db4e324e3f70e0963db92a24d52.webp
Ultraman Agul,V1,AGUL,BP04-046,https://img.ultraman-cardgame.com/images/card_details/9d4c0f5bf6a2e71e056e3e864c9bb46ed26af5b6.webp
Ultraman Agul,Antimatter Beam,AGUL,BP04-045,https://img.ultraman-cardgame.com/images/card_details/d6af4e372d9a75a8584873cf03ed0459b797dedb.webp
Ultraman Agul,V1,AGUL,BP04-044,https://img.ultraman-cardgame.com/images/card_details/58e8284b7ed029fdb5aa36d6e9cdc9f10a631c23.webp
Ultraman Gaia,Agul Blade,GAIA,BP04-043,https://img.ultraman-cardgame.com/images/card_details/98aacf46052be340315ec896f1c29d1ae8373a54.webp
Ultraman Gaia,V1,GAIA,BP04-042,https://img.ultraman-cardgame.com/images/card_details/4fac2331d71c59fc0dd61e556519218ae6b3344c.webp
Ultraman Tiga,Power Type,TIGA,BP04-041,https://img.ultraman-cardgame.com/images/card_details/a4cd48e5a96ae7b8fef5f70039124abed8b07ab2.webp
Ultraman Tiga,Multi Type,TIGA,BP04-040,https://img.ultraman-cardgame.com/images/card_details/6234071152e852e81696142685f824b4608d7d6a.webp
Ultraman Trigger,Power Type,TRIGGER,BP04-039,https://img.ultraman-cardgame.com/images/card_details/5b06d8aeb17dbe0bae3ac8a0a0f90a1de7f18fc1.webp
Ultraman Trigger,Sky Type,TRIGGER,BP04-038,https://img.ultraman-cardgame.com/images/card_details/1ff660804fa6e7ff07661f20c44be188166b325a.webp
Ultraman Trigger,Multi Type,TRIGGER,BP04-037,https://img.ultraman-cardgame.com/images/card_details/96e4e3028236192d157f6781e5b4dac5835f8161.webp
Ultraman Trigger,Sky Type,TRIGGER,BP04-036,https://img.ultraman-cardgame.com/images/card_details/a01d77b2111ee8e34b1a32f8c74c80dddd50bf96.webp
Ultraman Trigger,Multi Type,TRIGGER,BP04-035,https://img.ultraman-cardgame.com/images/card_details/a1b2672d72b692dd5499ce87fb83854cb9d3f7c6.webp
Ultraman Trigger,Power Type,TRIGGER,BP04-034,https://img.ultraman-cardgame.com/images/card_details/e3c3e9df49dab63e5ec80b2c40edadc8c98c2788.webp
Ultraman Trigger,Multi Type,TRIGGER,BP04-033,https://img.ultraman-cardgame.com/images/card_details/76f4e60236259c459f1c58bf3d359bfb9a97a6da.webp
Ultraman Z,Beta Smash,Z,BP04-032,https://img.ultraman-cardgame.com/images/card_details/5a8d8a749fa723b513a8d255a73b63fb19e886d5.webp
Ultraman Z,Gamma Future,Z,BP04-031,https://img.ultraman-cardgame.com/images/card_details/2547b9d454d7e9634519eb693f887438e111638a.webp
Ultraman Z,Alpha Edge,Z,BP04-030,https://img.ultraman-cardgame.com/images/card_details/fb2efe49a0691307e14da47111aa7c6587b45d95.webp
Ultraman Z,Gamma Future,Z,BP04-029,https://img.ultraman-cardgame.com/images/card_details/f1848744bf6798ad914c20223fcf0ea29ebf076e.webp
Ultraman Z,Beta Smash,Z,BP04-028,https://img.ultraman-cardgame.com/images/card_details/3cf3b57a5d27d6815e3d0c25edec9c39b0186455.webp
Ultraman Z,Beta Smash,Z,BP04-027,https://img.ultraman-cardgame.com/images/card_details/020bd2cbaea13e95694b5e95b6ed06515faeec59.webp
Ultraman Z,Original,Z,BP04-026,https://img.ultraman-cardgame.com/images/card_details/6af82d4567d7758d3f67dd983294457fc737273b.webp
Ultraman X,,X,BP04-025,https://img.ultraman-cardgame.com/images/card_details/cb2f44c5aa3bdbe97fc3de530e3e048bf93e21bb.webp
Ultraman X,Gomora Armor,X,BP04-024,https://img.ultraman-cardgame.com/images/card_details/6f2376efd630b0ad7d60a53776e0cfd9eb0dfce2.webp
Ultraman X,Xanadium Beam,X,BP04-023,https://img.ultraman-cardgame.com/images/card_details/a87750c114461645616cd24569adea80714b5397.webp
Ultraman X,,X,BP04-022,https://img.ultraman-cardgame.com/images/card_details/8200c1478f4010d6d95273b15cc044a623e10db2.webp
Ultraman X,Eleking Armor,X,BP04-021,https://img.ultraman-cardgame.com/images/card_details/a5b7f797e608015d6f6efb6272db9df47567b121.webp
Ultraman X,,X,BP04-020,https://img.ultraman-cardgame.com/images/card_details/aec6ddac9e2c8c6befc57ec7efbdf1227f41df72.webp
Ultraman X,,X,BP04-019,https://img.ultraman-cardgame.com/images/card_details/65c43365643798c97316f41e8cfca73cefac1941.webp
Ultraman X,,X,BP04-018,https://img.ultraman-cardgame.com/images/card_details/4917110b30e33c4904b26faa05e47b4f5d36ca72.webp
Ultraman X,,X,BP04-017,https://img.ultraman-cardgame.com/images/card_details/f87b7f85f3a2db7f003040da7a4205ef81824b10.webp
Ultraman Omega,,OMEGA,BP04-016,https://img.ultraman-cardgame.com/images/card_details/4596f481f5f3732fa35e260844ddb3b32ef675d5.webp
Ultraman Omega,Trigaron Armor,OMEGA,BP04-015,https://img.ultraman-cardgame.com/images/card_details/cfd10b6baa3a5c6cfa53a62df5c6567bad00205f.webp
Ultraman Omega,,OMEGA,BP04-014,https://img.ultraman-cardgame.com/images/card_details/a4efa32840fda6938b76e17d7d9d7ffbe4cf4632.webp
Ultraman Omega,,OMEGA,BP04-013,https://img.ultraman-cardgame.com/images/card_details/921b47701b29adaf429ce00977e75a25a7cc2324.webp
Ultraman Omega,Rekiness Armor,OMEGA,BP04-012,https://img.ultraman-cardgame.com/images/card_details/e1f5d3576367708f71f59e730289fcb9d194b1d4.webp
Ultraman Omega,,OMEGA,BP04-011,https://img.ultraman-cardgame.com/images/card_details/1b4e203519ea21186ab7b3554d45c61571a39f68.webp
Ultraman Omega,,OMEGA,BP04-010,https://img.ultraman-cardgame.com/images/card_details/065edaca049befd906cfc7fb30ec64621c15cff7.webp
Ultraman Omega,,OMEGA,BP04-009,https://img.ultraman-cardgame.com/images/card_details/ef3eee391b1b67f4dccf8268625dfe33faa8015a.webp
Ultraman Omega,,OMEGA,BP04-008,https://img.ultraman-cardgame.com/images/card_details/2656c45ab0714148de1dfd7c9a8b9fc7b3b10716.webp
Ultraman Dyna,Miracle Type,DYNA,BP04-007,https://img.ultraman-cardgame.com/images/card_details/e1aa83c7453534cebd75770f96e1fe5fddcd416c.webp
Ultraman Dyna,Strong Type,DYNA,BP04-006,https://img.ultraman-cardgame.com/images/card_details/6003c1a27ff7a6649b4a15deb6b6f1da636ca56f.webp
Ultraman Dyna,Flash Type,DYNA,BP04-005,https://img.ultraman-cardgame.com/images/card_details/9adb4daee9b64924b7bffd391dba94931a39b622.webp
Ultraman Dyna,Miracle Type,DYNA,BP04-004,https://img.ultraman-cardgame.com/images/card_details/52fa75ef754576590c070665a522f321a4289468.webp
Ultraman Dyna,Flash Type,DYNA,BP04-003,https://img.ultraman-cardgame.com/images/card_details/49c4502e06a050d01e800e1e2137e99e61d8eefb.webp
Ultraman Dyna,Strong Type,DYNA,BP04-002,https://img.ultraman-cardgame.com/images/card_details/5096294551d00363e1624a11c4f5a7736385487f.webp
Ultraman Dyna,Flash Type,DYNA,BP04-001,https://img.ultraman-cardgame.com/images/card_details/1ae8545e37112411decfd2bd114a1f118bc71cc4.webp
Here Comes an Alien,,-,SD03-020,https://img.ultraman-cardgame.com/images/card_details/0feec012380cb98f22a5b253106e9b36a3a9c5d3.webp
You Are Givas,,-,SD03-019,https://img.ultraman-cardgame.com/images/card_details/74a70639c8ea30511aaa7ce1d3047bcafd49f6eb.webp
The Meteokaiju Rekiness,,REKINESS,SD03-018,https://img.ultraman-cardgame.com/images/card_details/56196ab2ca924c4dde56d90d9dc3234f6fc358f3.webp
The Meteokaiju Rekiness,,REKINESS,SD03-017,https://img.ultraman-cardgame.com/images/card_details/2d7e26aeef11ddc6d6f3d32e74a26ae1d2fd19aa.webp
The Burning Kaiju Graim,,GRAIM,SD03-016,https://img.ultraman-cardgame.com/images/card_details/3d263078b44f2ecef43032608f98b0dcfb3d27a6.webp
The Mechanical Colossus Givas,,GIVAS,SD03-015,https://img.ultraman-cardgame.com/images/card_details/9bb9f9a5e65e761afabf9e14a283bb0fca19b1b1.webp
Ultraman Omega,,OMEGA,SD03-014,https://img.ultraman-cardgame.com/images/card_details/3cebc15e6dd690071e7580b047ebb5ecfc37908f.webp
Ultraman Omega,Rekiness Armor,OMEGA,SD03-013,https://img.ultraman-cardgame.com/images/card_details/781ad2da20cd86e841361171c3faf42c4810b67f.webp
Ultraman Omega,,OMEGA,SD03-012,https://img.ultraman-cardgame.com/images/card_details/3fdd8369d54b98814f0e69b59c0d9cc12b4b7f59.webp
Ultraman Omega,,OMEGA,SD03-011,https://img.ultraman-cardgame.com/images/card_details/93c3cfd3b9634a1c71f281d796f085b70ece9388.webp
Ultraman Omega,,OMEGA,SD03-010,https://img.ultraman-cardgame.com/images/card_details/55f67fb6010876ca7d0573e14d4a40d66060f5df.webp
Ultraman Omega,,OMEGA,SD03-009,https://img.ultraman-cardgame.com/images/card_details/6bc69f1b40e8ec251889e36b54a90f2f94fde9ce.webp
Ultraman Omega,,OMEGA,SD03-008,https://img.ultraman-cardgame.com/images/card_details/a7727224178025294837c5b61dfc06dafd8d3ba6.webp
Ultraman Arc,,ARC,SD03-007,https://img.ultraman-cardgame.com/images/card_details/f6208d6290aad37596e05e79f782acc76a541730.webp
